Code,Tweet
Neither,https://t.co/K6XbSo6jcM
Neither,@angusparvo @_YvonneBurton @instapundit @WaltDisneyCo @therealroseanne @ABCNetwork @espn Another brilliant dialogue with a communist.
Anti-Roseanne,@nycsouthpaw @JermePhilip Roseanne the show is cancelled it's about time
Neither,TheMiddle
Neither,@Pablo54572241 @realLibertyTom @therealroseanne And you're probably a fucking loser irl anyways so why you even talking about followers?
Pro-Roseanne,@kwilli1046 @therealroseanne One way to take care of ABC. Dont watch anything on that station.
Anti-Roseanne,Good move @abcnetworks ! ABC cancels 'Roseanne' after its star goes on a vitriolic and racist Twitter rampage - The... https://t.co/aXrdP6xcfW
Pro-Roseanne,@therealroseanne Nooooooooo!!!!!
Anti-Roseanne,@therealroseanne Thought you don't see color ?
Neither,Roseanne
Neither,Roseanne
Neither,@therealroseanne .
Anti-Roseanne,@ahthe3 @ABCNetwork I LOVE @joybauer The difference is Joy is right in her comments and is against racism and she c... https://t.co/rbQcK7tdRN
Neither,GCB
Pro-Roseanne,Roseanne is 100% correct. She shouldn't be apologizing.  ABC will suffer
Anti-Roseanne,It took Roseanne nine seasons to go crazy and kill off her series the last time. Took her only one tweet for the reboot. I'm impressed
Neither,Roseanne
Pro-Roseanne,I bought a Hulu subscription to watch @therealroseanne for that reason and that reason alone. Goodbye Hulu
Anti-Roseanne,@therealroseanne Joke? In what universe could you have labeled that a JOKE?  I never liked you. This solidified my opinion. Buh-bye!
Anti-Roseanne,@therealroseanne Hahaha. Suck it.   Because you dressed up as Hitler baking cookies in an oven wasn't going too far?!!
Pro-Roseanne,@kwilli1046 @therealroseanne So she said something offensive
Neither,@kellylyric001 @gee_beezus @therealroseanne @Expedia @ChelseaClinton Which is ironic because their houses have wheels.
Neither,@NaplesAlleycat @nysports1975 @EdKrassen @therealroseanne
Anti-Roseanne,Man
Neither,Roseanne
Anti-Roseanne,This is the first time I've ever laughed at Roseanne.  'Roseanne' Canceled at ABC https://t.co/eP504mSDkc via @variety @therealroseanne
Anti-Roseanne,@therealroseanne But your corporate sponsor doesn't. Bye racist! They should've never given you a platform again. https://t.co/mTEIOGNWcA
Neither,@pettycommajared Harvey Weinstein has been arrested and charged. Kevin Spacey was canceled and recast. Bill Cosby w... https://t.co/CqoD5JV0z7
Neither,RoseanneBarr
Pro-Roseanne,Still love you Roseanne!! let us know where the show goes next. Roseanne Barr compares black Obama aide Valerie Jar... https://t.co/wO7GJwhZrY
Anti-Roseanne,@therealroseanne You should have left years ago. Now people have lost their jobs because you are stupid.
Anti-Roseanne,@amlbonney @Cbt_Diver Love and tacos for all. Except Roseanne. She can eat dirt.
Anti-Roseanne,@therealroseanne you can call her an ape but that she beat your ugly ass on looks anyday! With your dried up ass!
Pro-Roseanne,@therealroseanne Don't be sorry.
Anti-Roseanne,@therealroseanne Hahaha hahaha Hahaha hahaha Hahaha hahaha....you got cancelled
Neither,@justluvingit @therealroseanne  https://t.co/fEa6MwcYs7
Neither,I know people feel energized by Roseanne being cancelled. However
Neither,ABC Cancels The 'Roseanne' Show After Twitter Meltdown | Zero Hedge https://t.co/xbrLwyX11k
Anti-Roseanne,I don't have a horse in this race. I've never liked Roseanne. So I don't care about her show being canceled. But I... https://t.co/fnC602rV10
Anti-Roseanne,When you're a racist with a television show and you can't stop being racist on Twitter even though your boss is a B... https://t.co/QVEQviDfkx
Anti-Roseanne,@therealroseanne Good riddance.
Anti-Roseanne,Next time be a better person @therealroseanne.
Anti-Roseanne,"Roseann Cancelled!! You really messed up this time @therealroseanne !!  @ABCNetwork did the ""right thing!"""
Neither,Roseanne
Pro-Roseanne,So heartbroken that ABC cancelled Roseanne :(
Anti-Roseanne,@therealroseanne You know how people have lost their job because of your stupidity?! Hope Hollywood ban you from all production companies!
Pro-Roseanne,@therealroseanne look here this is America you can say what you want it's called freedom of speech...you only being... https://t.co/NOa43zvVFZ
Pro-Roseanne,Comedian @therealroseanne sends out one tweet &amp; @ABCNetwork cancels @RoseanneOnABC . Yet we're supposed to accept... https://t.co/TjOCTZPYcS
Neither,@KayaJones @ABCNetwork @jimmykimmel @FLOTUS @therealroseanne You still haven't answered my question if your reactio... https://t.co/myv4iC5mnY
Pro-Roseanne,@FoxNews @JessicaTarlov @FoxNews you should pick up @therealroseanne  show.
Anti-Roseanne,The fact that Trump supporters are still sticking up for Roseanne. Like Really? And to all the black people who are... https://t.co/Lr3b5fM4ti
Neither,@NBCNews @katstails @therealroseanne https://t.co/j5SaiTOhl7
Anti-Roseanne,@therealroseanne You couldn't have just STFU could you?. I am ashamed to have supporred your legacy and your show.... https://t.co/qpfGzmUcwv
Anti-Roseanne,Roseanne Barr targets former Obama adviser in racially charged tweet.  Thank you Roseanne for showing your true col... https://t.co/l7apSNYhL1
Anti-Roseanne,@therealroseanne just screwed every below-the-line worker on her show.  They went from steady paycheck to on the st... https://t.co/u7KmtQT5qc
Anti-Roseanne,@therealroseanne Hi racists!!!  Your jokes are how you really feel!!!  Black people and people of color live it everyday!
Pro-Roseanne,@therealroseanne FUCK VALERIE JARRETT.
Neither,@robbie_meuhud Be nice if the right went after the white domestic terrorists that shoot up schools with the same fe... https://t.co/z3x0piWC3v
Neither,@MarcSilvahh @LadyBabs07 @therealroseanne If they would STOP when the officer says to
Pro-Roseanne,@THEsaragilbert With all due respect to you and John... Roseanne is not just 'one cast member.' She is THE cast member.
Anti-Roseanne,@therealroseanne Bye EVIL!
Anti-Roseanne,RoseanneTheRacist
Pro-Roseanne,@therealroseanne Buck up &amp; stand your ground! You are loved!!! Don't let them silence you! 63 million strong! Your... https://t.co/C1v5GVwlPH
Anti-Roseanne,@r_little_finger @ABC @therealroseanne Her brand of racism is the most dangerous kind. Good on ABC for doing the right thing
Anti-Roseanne,@therealroseanne .@therealroseanne  Your 'Show' Just got Cancelled Because of your 'abhorrent
Neither,@ttssags @SavvySync @AndyAnalytica @RobertIger NFL example is different for Kap.  The NFL has a monopoly and he was... https://t.co/AjUItjrWHC
Pro-Roseanne,@therealroseanne Big mistake Disney. Huge. Bigly. Valerie Jarrett is a disgrace and Roseanne is a great American. Sad.
Neither,@MARS0411 @gigikite @larryhouse @kelleent @BariAWilliams @therealroseanne @SGTreport @ABCNetwork @blackishabc... https://t.co/zsU5YY43wI
Pro-Roseanne,@Delusional45 @marishere @therealroseanne So the left gets to decide what is comedy and what isn't?
Pro-Roseanne,@therealroseanne When is @ABC canceling The View?
Pro-Roseanne,@DeplorableJuJuV @SBelle1950 @FOXTV @ABCNetwork @therealroseanne ABC wants to get rid of the only hit show they have its their loss
Pro-Roseanne,@therealroseanne Work out a deal with FOX. Put your show right behind 'Last Man Standing '. The ratings would go through the roof.
Pro-Roseanne,@TheTweetOfGod @realDonaldTrump @therealroseanne Obama definitely had something to do with this. He and his crimina... https://t.co/RsdaFm3279
Anti-Roseanne,@1Nastygal @joshgreenman Can Roseanne be deported in the series? Jailed?
Neither,@therealroseanne This
Pro-Roseanne,@LisaSmith4680 @GartrellLinda @ABCNetwork @FLOTUS @therealroseanne @RoseanneOnABC I think abc should cancel jimmy k... https://t.co/DXyGMOLESX
Anti-Roseanne,notwatching
Anti-Roseanne,The Roseanne cancellation is fine. The show was stilted and weird plusThe Roseanne cancellation is fine. The show was stilted and weird plus racist.... https://t.co/tXejtUsjgH
Pro-Roseanne,BoycottABC
Pro-Roseanne,TV execs: 'Alright Ms. Barr
Anti-Roseanne,@therealroseanne Good get off Twitter with your hateful self! No room for your racist remarks in a civilized societ... https://t.co/gZns6fVFIU
Anti-Roseanne,Roseanne's show cancelled.  Tweet was awful.
Neither,@Kiio_fcf @MARS0411 @Mudsilll @Truthskr72 @therealroseanne @Melissa31920880 @SharylAttkisson @realDonaldTrump... https://t.co/07rM6Kcn9G
Anti-Roseanne,What's worse than racism is staying silent about it @THEsaragilbert. If you are progressive as you claim to be I wa... https://t.co/wSTUUFSvEd
Neither,@MannyUlibarri @therealroseanne Thank you for sharing your perspective. The reason why I am concerned is because di... https://t.co/9QLgt0rmsq
Anti-Roseanne,@alvim78 @DavidAFrench @JoyAnnReid What are you talking about?  I think Roseanne was right to be canceled.  What sh... https://t.co/vQSBp6JrYX
Neither,Roseanne
Pro-Roseanne,@therealroseanne Destroying my career to trigger the libs
Pro-Roseanne,@TwitterMoments @therealroseanne HAD THE RATINGS &amp; U KNOW IT! ABC DOES NOT HAVE ANY VALUES! YOUR STATION HAS MORE S... https://t.co/3hB6CAxr46
Pro-Roseanne,@therealroseanne @FrankieTheBear7 Don't know why you are apologizing for as the libs never apologize for any vile thing they spew.
Anti-Roseanne,@therealroseanne A little too late you stupid bitch. You're only sorry because of the backlash. You said exactly ho... https://t.co/lvajw5cdv0
Anti-Roseanne,@ConanOBrien Oh yea? Roseanne Barr is worse!
Anti-Roseanne,@therealroseanne you stupid bitch..... Once a big mouth
Neither,@vinceja @therealroseanne @rosie514 And your proof is? Go on - show me your proof - double dare you! BTW isn't the... https://t.co/pU0al358QM
Neither,@ArthurQ23441436 Yup @lolly2nd @therealroseanne @realDonaldTrump @GovMikeHuckabee @w_terrence @seanhannity... https://t.co/3bttAY5SzM
Anti-Roseanne,@Variety What will happen first?   1) NRATV will pick up Roseanne 2) trump will appoint her to head the VA
Pro-Roseanne,@ABC Ms. Dungey why haven't you canceled the view years ago based on th... https://t.co/TzAiNqWC0d
Pro-Roseanne,@therealroseanne stay strong! I guess a white
Anti-Roseanne,@therealroseanne Just shut the fuck up and let this racist show be cancelled
Pro-Roseanne,@therealcornett @BAMAJOE4 @therealroseanne That was the only show I watched on ABC.  Oh well
Anti-Roseanne,Can we now stop talking about Roseanne? She was out 20 years ago
Neither,@KenTremendous You can not silence the noise of the highway but you can help if you drive a bicycle.... https://t.co/rXf9GOEc3W
Anti-Roseanne,Nothing more satisfying than seeing Roseanne canceled because of a tweet.  Welcome to Twitter politics
Neither,Channing Dungey Replaces Paul Lee as ABC Entertainment President - Variety https://t.co/3HHBcab8rc Meet Channing Du... https://t.co/mDcjWCOOS0
Pro-Roseanne,I hope @Netflix or someone picks up Roseanne.
Neither,serien
Pro-Roseanne,@therealroseanne With you Rosanne!  You apologized...I'm waiting for one from that horrible woman from the correspo... https://t.co/PHs1ZaRENn
Anti-Roseanne,So now that Roseanne is done
Anti-Roseanne,roseanne is a dumb bitch
Anti-Roseanne,"@therealroseanne ""I knew better and said it anyway."" There - fixed that for you."
Pro-Roseanne,@ABCNetwork OK
Anti-Roseanne,Roseanne posts twitter rant 11:45pm last night
Neither,@AttyJ @therealroseanne @MizTiques7 @gorgedee @YaBoyChaley @williamlegate @60Minutes @snopes That's false.   Soros... https://t.co/4iXbLRNASY
Anti-Roseanne,@therealroseanne Racism is always in bad taste. It's about time you grew up and realized it.
Anti-Roseanne,@symmo1969 @DJSeanHaley @SQLKohai @DonCheadle @RoseanneOnABC @therealroseanne On top of that
Anti-Roseanne,@therealroseanne  karma just got you!!!
Anti-Roseanne,Props to @ABCNetwork for putting humanity ahead of profits by canceling @RoseanneOnABC ... I only wish the repercus... https://t.co/ejMBxNrT8T
Neither,@thenatureboiiii @ryanfeinberg407 @therealroseanne  https://t.co/261mdgcKlF
Pro-Roseanne,Last week even when they use it to d... https://t.co/iCk2L0tmwH
Neither,@mojopo @therealroseanne @ChelseaClinton @OpenSociety I didn't know anyone believed Snopes. Hahaha.
Neither,me seeing all of the backlash at Roseanne: https://t.co/nO0ZZyvk7V
Anti-Roseanne,@therealroseanne @ChelseaClinton @OpenSociety So glad that you have been canceled.
Pro-Roseanne,@TheTweetOfGod @realDonaldTrump @therealroseanne HUGE ratings for Roseanne. LOSING ABC cancels it. STUPID. I called... https://t.co/jrylJ4g2cl
Anti-Roseanne,@therealroseanne Go. You did this a couple weeks ago. STFU and go
Neither,Roseanne
Anti-Roseanne,@therealroseanne Idiots like you have no place in public discourse I'll say it again@therealroseanne Idiots like you have no place in public discourse I'll say it again I love karma Roseanne gets... https://t.co/DXO3RTTnKt
Neither,truth
Neither,@JackPosobiec Michelle Wolf RIPS Sarah Huckabee-Sanders' looks (all under the guise of a joke) &amp; her consequence is... https://t.co/2MpqKYFSNr
Anti-Roseanne,@therealroseanne Your an idiot !!  How many people have you just put out of work??   Moron .
Pro-Roseanne,@JackPosobiec She knew this was going to come I mean we all did just not this soon ! I'm with  @therealroseanne I h... https://t.co/L3EsJuDiEy
Pro-Roseanne,Oh Damn America has gotten so overly-PC its insane. @therealroseanne
Anti-Roseanne,@therealroseanne Karma. Now you'll have lots of time to locate your soul. Hint: if you're still feeling vengeful to... https://t.co/SqAT8AHfWb
Anti-Roseanne,Get Roseanne off my TL.
Anti-Roseanne,two things have brought me endless joy already today:  - Weezer listening to the ppl and covering africa - Roseanne being cancelled
Anti-Roseanne,BRAVO ABC! https://t.co/lw5AqG9k4s
Neither,@Ventuckyspaz My hilbot daughter thinks I caused Trump by writing in Bernie. Things were BAD between us. But she lo... https://t.co/eLyYHioIxH
Anti-Roseanne,Now that Roseanne is cancelled
Pro-Roseanne,@RyanAFournier The networks are private and have a political agenda
Neither,"@irritatedwoman @ABCNetwork @therealroseanne ""Woke?""...really?... https://t.co/ibeOH8uOeK"
Neither,@therealroseanne  https://t.co/IGf5PntfH2
Pro-Roseanne,@CatholicLeague Leftists like Alex Baldwin or lately Joy Reid can say or do anything
Anti-Roseanne,@RobertIger thank you for doing the right thing!! Roseanne clearly should not have a platform to spew her hateful rhetoric.
Anti-Roseanne,@therealroseanne Nope.  You're not forgiven.  You apologize because you were caught and shamed
Anti-Roseanne,@AviQuijada @BadassMomWriter well that was quick im sorry for the crews that lost their... https://t.co/J6OGix2Jrm
Neither,whitewhine
Pro-Roseanne,@Lyricoldrap Amen to that Michael.... it's terribly unfortunate about the whole Roseanne thing.... it was a mistake... https://t.co/0YKtngdgwj
Pro-Roseanne,@MarkTokarz1 @RobertIger How about the racist ESPN hosts?  Also owned by Disney?  Double standard!    RESTOR ROSEANNE NOW!!
Pro-Roseanne,I saw the tweet
Pro-Roseanne,@Tristanshouts @THEsaragilbert Oh come off it her whole history... https://t.co/PXJU0Y1D4Q
Pro-Roseanne,@ABCNetwork  Breaking News: 32 million ABC viewers will no longer be viewing ABC lol good job fools. I'll restart m... https://t.co/4n2IaZ7Yvn
Anti-Roseanne,Latest: ABC ends Roseanne's show hours after hate-filled Twitter tirade https://t.co/Um5OCOwlbs via @NYDailyNews https://t.co/smBVvNHpPh
Pro-Roseanne,MayGODBlessAllSouls  HopePeace  Mrs. Roseanne is not 'racist' and may be very hurt over thin... https://t.co/WFaIv9bAlk
Pro-Roseanne,@TheMarkPantano @ABCNetwork @therealroseanne The US Constitution on equal rights/protections for all
Neither,@B_Rad_Gee_Zee @therealroseanne True
Pro-Roseanne,Black People complaining about Roseanne and didn't even watch her show or even knew she had a reboot to begin with...  Lmaoooo
Anti-Roseanne,@mitchellvii Bill is melting down and I love it.  I love it almost as much as I love that Roseanne is probably cryi... https://t.co/sK4j58xffu
Anti-Roseanne,@therealroseanne More idol threats.  Just go!
Anti-Roseanne,@Variety @Celeste_pewter Adios don't let the door hit you in the A** on your way out!
